subassembly,task,run,random_seed,total_requests,canceled_requests,incomplete_requests,completed_requests
tower_substructure,minor repair,3,3,143,0,0,143
transformer,annual inspection,3,3,29,0,0,29
transformer,minor repair,3,3,9,0,0,9
xformer,major repair,3,3,7,0,0,7
xformer,major replacement,3,3,2,0,1,1
xformer,minor repair,3,3,101,0,1,100
yaw,major repair,3,3,11,0,0,11
yaw,minor repair,3,3,329,0,0,329
blades,major repair,4,4,10,0,0,10
blades,major replacement,4,4,3,0,2,1
blades,minor repair,4,4,907,0,0,907
controls,major repair,4,4,95,0,0,95
controls,major replacement,4,4,3,0,2,1
controls,minor repair,4,4,681,0,0,681
electrical,major repair,4,4,29,0,0,29
electrical,major replacement,4,4,5,0,3,2
electrical,minor repair,4,4,767,0,0,767
gearbox,major repair,4,4,79,0,1,78
gearbox,major replacement,4,4,311,183,78,50
gearbox,minor repair,4,4,749,1,0,748
generator,major repair,4,4,606,0,0,606
generator,major replacement,4,4,100,22,35,43
generator,minor repair,4,4,921,1,0,920
heat_cool,major repair,4,4,13,0,0,13
heat_cool,minor repair,4,4,355,0,0,355
hub,major repair,4,4,80,0,0,80
hub,major replacement,4,4,6,0,3,3
hub,minor repair,4,4,326,0,0,326
main_bearing_failures,major repair,4,4,9,0,0,9
main_bearing_maintenance,minor scheduled repair,4,4,244,0,0,244
oil,major repair,4,4,15,0,0,15
oil,minor repair,4,4,828,0,0,828
other,major repair,4,4,83,0,0,83
other,major replacement,4,4,2,0,1,1
other,minor repair,4,4,1665,0,1,1664
pitch,major repair,4,4,337,0,0,337
pitch,major replacement,4,4,1,0,0,1
pitch,minor repair,4,4,1470,0,1,1469
power_supply,major repair,4,4,163,0,0,163
power_supply,major replacement,4,4,17,0,8,9
power_supply,minor repair,4,4,129,0,0,129
pump_motor,major repair,4,4,87,0,0,87
pump_motor,minor repair,4,4,552,0,0,552
relay,major repair,4,4,120,0,0,120
relay,major replacement,4,4,2,0,1,1
relay,minor repair,4,4,655,0,0,655
safety,major repair,4,4,8,0,0,8
safety,minor repair,4,4,698,0,0,698
sensors,major repair,4,4,139,0,0,139
sensors,minor repair,4,4,493,0,0,493
service_items,major repair,4,4,1,0,0,1
service_items,minor repair,4,4,250,0,0,250
tower_substructure,major repair,4,4,142,0,0,142
tower_substructure,minor repair,4,4,163,0,0,163
transformer,annual inspection,4,4,29,0,0,29
transformer,minor repair,4,4,9,0,0,9
xformer,major repair,4,4,6,0,0,6
xformer,minor repair,4,4,101,0,0,101
yaw,major repair,4,4,13,0,0,13
yaw,major replacement,4,4,2,0,2,0
yaw,minor repair,4,4,316,0,0,316
blades,major repair,5,5,23,0,0,23
blades,major replacement,5,5,2,0,2,0
blades,minor repair,5,5,906,0,1,905
controls,major repair,5,5,88,0,0,88
controls,major replacement,5,5,2,0,0,2
controls,minor repair,5,5,650,0,0,650
electrical,major repair,5,5,38,0,0,38
electrical,major replacement,5,5,5,0,1,4
electrical,minor repair,5,5,774,0,0,774
gearbox,major repair,5,5,68,0,0,68
gearbox,major replacement,5,5,317,190,73,54
gearbox,minor repair,5,5,798,0,0,798
generator,major repair,5,5,625,0,0,625
generator,major replacement,5,5,90,24,37,29
generator,minor repair,5,5,998,0,0,998
heat_cool,major repair,5,5,9,0,0,9
heat_cool,minor repair,5,5,401,0,0,401
hub,major repair,5,5,62,0,0,62
hub,major replacement,5,5,1,0,1,0
hub,minor repair,5,5,355,0,0,355
main_bearing_failures,major repair,5,5,8,0,0,8
main_bearing_maintenance,minor scheduled repair,5,5,249,0,0,249
oil,major repair,5,5,16,0,0,16
oil,minor repair,5,5,806,0,0,806
other,major repair,5,5,93,0,0,93
other,major replacement,5,5,3,1,0,2
other,minor repair,5,5,1702,0,0,1702
pitch,major repair,5,5,318,0,0,318
pitch,major replacement,5,5,1,0,0,1
pitch,minor repair,5,5,1502,0,0,1502
power_supply,major repair,5,5,157,1,0,156
power_supply,major replacement,5,5,12,0,10,2
power_supply,minor repair,5,5,148,0,0,148
pump_motor,major repair,5,5,88,0,0,88
pump_motor,minor repair,5,5,534,0,0,534
relay,major repair,5,5,116,0,0,116
relay,major replacement,5,5,5,0,3,2
relay,minor repair,5,5,646,0,0,646
safety,major repair,5,5,6,0,0,6
safety,minor repair,5,5,663,0,0,663
sensors,major repair,5,5,129,0,0,129
sensors,minor repair,5,5,479,0,0,479
service_items,major repair,5,5,4,0,0,4
service_items,minor repair,5,5,207,0,0,207
tower_substructure,major repair,5,5,155,0,0,155
tower_substructure,minor repair,5,5,185,0,0,185
transformer,annual inspection,5,5,29,0,0,29
transformer,minor repair,5,5,10,0,0,10
xformer,major repair,5,5,9,0,0,9
xformer,major replacement,5,5,5,0,4,1
xformer,minor repair,5,5,111,0,0,111
yaw,major repair,5,5,11,0,0,11
yaw,major replacement,5,5,2,0,1,1
yaw,minor repair,5,5,348,0,0,348
blades,major repair,6,6,12,0,0,12
blades,major replacement,6,6,3,0,2,1
blades,minor repair,6,6,888,0,0,888
controls,major repair,6,6,97,0,0,97
controls,major replacement,6,6,2,0,1,1
controls,minor repair,6,6,654,0,0,654
electrical,major repair,6,6,40,0,0,40
electrical,major replacement,6,6,5,0,3,2
electrical,minor repair,6,6,772,0,0,772
gearbox,major repair,6,6,69,0,0,69
gearbox,major replacement,6,6,303,183,66,54
gearbox,minor repair,6,6,732,1,0,731
generator,major repair,6,6,638,0,0,638
generator,major replacement,6,6,95,21,39,35
generator,minor repair,6,6,901,0,0,901
heat_cool,major repair,6,6,14,0,0,14
heat_cool,minor repair,6,6,368,0,0,368
hub,major repair,6,6,68,0,0,68
hub,major replacement,6,6,2,0,2,0
hub,minor repair,6,6,338,0,0,338
main_bearing_failures,major repair,6,6,10,0,0,10
main_bearing_maintenance,minor scheduled repair,6,6,250,0,0,250
oil,major repair,6,6,12,0,0,12
oil,minor repair,6,6,816,0,0,816
other,major repair,6,6,80,0,0,80
other,minor repair,6,6,1704,0,0,1704
pitch,major repair,6,6,318,0,0,318
pitch,major replacement,6,6,1,0,1,0
pitch,minor repair,6,6,1515,0,0,1515
power_supply,major repair,6,6,159,0,0,159
power_supply,major replacement,6,6,15,0,7,8
power_supply,minor repair,6,6,140,0,0,140
pump_motor,major repair,6,6,95,0,0,95
pump_motor,minor repair,6,6,535,0,0,535
relay,major repair,6,6,111,0,0,111
relay,minor repair,6,6,643,0,0,643
safety,major repair,6,6,11,0,0,11
safety,minor repair,6,6,666,0,0,666
sensors,major repair,6,6,124,0,0,124
sensors,minor repair,6,6,484,0,0,484
service_items,major repair,6,6,3,0,0,3
service_items,minor repair,6,6,222,0,0,222
tower_substructure,major repair,6,6,176,0,0,176
tower_substructure,minor repair,6,6,131,0,0,131
transformer,annual inspection,6,6,29,0,0,29
transformer,major repair,6,6,1,0,0,1
transformer,minor repair,6,6,6,0,0,6
xformer,major repair,6,6,2,0,0,2
xformer,major replacement,6,6,4,0,2,2
xformer,minor repair,6,6,116,0,0,116
yaw,major repair,6,6,19,0,0,19
yaw,major replacement,6,6,4,0,3,1
yaw,minor repair,6,6,333,0,0,333
array cable,none,7,7,1,0,0,1
blades,major repair,7,7,20,0,0,20
blades,major replacement,7,7,1,0,1,0
blades,minor repair,7,7,923,0,0,923
controls,major repair,7,7,89,0,0,89
controls,major replacement,7,7,3,0,2,1
controls,minor repair,7,7,673,0,0,673
electrical,major repair,7,7,33,0,0,33
electrical,major replacement,7,7,5,0,1,4
electrical,minor repair,7,7,735,0,0,735
gearbox,major repair,7,7,76,0,0,76
gearbox,major replacement,7,7,294,170,70,54
gearbox,minor repair,7,7,711,0,0,711
generator,major repair,7,7,634,0,0,634
generator,major replacement,7,7,88,20,37,31
generator,minor repair,7,7,946,0,0,946
heat_cool,major repair,7,7,7,0,0,7
heat_cool,minor repair,7,7,359,0,1,358
hub,major repair,7,7,69,0,0,69
hub,major replacement,7,7,2,0,1,1
hub,minor repair,7,7,325,0,0,325
main_bearing_failures,major repair,7,7,10,0,0,10
main_bearing_maintenance,minor scheduled repair,7,7,253,0,0,253
oil,major repair,7,7,14,0,0,14
oil,minor repair,7,7,839,0,0,839
other,major repair,7,7,86,0,0,86
other,major replacement,7,7,4,0,4,0
other,minor repair,7,7,1722,0,0,1722
pitch,major repair,7,7,385,0,0,385
pitch,major replacement,7,7,1,0,1,0
pitch,minor repair,7,7,1525,0,0,1525
power_supply,major repair,7,7,151,0,0,151
power_supply,major replacement,7,7,13,0,6,7
power_supply,minor repair,7,7,174,0,0,174
pump_motor,major repair,7,7,86,0,0,86
pump_motor,minor repair,7,7,522,0,0,522
relay,major repair,7,7,105,0,0,105
relay,major replacement,7,7,6,1,4,1
relay,minor repair,7,7,636,0,0,636
safety,major repair,7,7,7,0,0,7
safety,minor repair,7,7,706,0,0,706
sensors,major repair,7,7,128,0,0,128
sensors,minor repair,7,7,478,0,0,478
service_items,major repair,7,7,3,0,0,3
service_items,minor repair,7,7,209,0,0,209
tower_substructure,major repair,7,7,170,0,0,170
tower_substructure,minor repair,7,7,134,0,0,134
transformer,annual inspection,7,7,29,0,0,29
transformer,minor repair,7,7,4,0,0,4
xformer,major repair,7,7,5,0,0,5
xformer,major replacement,7,7,5,0,3,2
xformer,minor repair,7,7,101,0,0,101
yaw,major repair,7,7,12,0,0,12
yaw,major replacement,7,7,4,0,1,3
yaw,minor repair,7,7,300,0,0,300
blades,major repair,8,8,13,0,0,13
blades,major replacement,8,8,2,0,1,1
blades,minor repair,8,8,830,0,0,830
controls,major repair,8,8,119,0,0,119
controls,major replacement,8,8,1,0,1,0
controls,minor repair,8,8,668,0,0,668
electrical,major repair,8,8,35,0,0,35
electrical,major replacement,8,8,2,0,2,0
electrical,minor repair,8,8,739,0,0,739
gearbox,major repair,8,8,80,0,0,80
gearbox,major replacement,8,8,280,164,69,47
gearbox,minor repair,8,8,735,1,0,734
generator,major repair,8,8,624,0,0,624
generator,major replacement,8,8,92,23,31,38
generator,minor repair,8,8,949,0,0,949
heat_cool,major repair,8,8,8,0,0,8
heat_cool,minor repair,8,8,337,0,0,337
hub,major repair,8,8,77,0,0,77
hub,major replacement,8,8,3,0,1,2
hub,minor repair,8,8,335,0,0,335
main_bearing_failures,major repair,8,8,11,0,0,11
main_bearing_maintenance,minor scheduled repair,8,8,247,0,0,247
oil,major repair,8,8,12,0,0,12
oil,minor repair,8,8,797,0,0,797
other,major repair,8,8,91,0,0,91
other,major replacement,8,8,1,0,1,0
other,minor repair,8,8,1725,0,0,1725
pitch,major repair,8,8,357,0,0,357
pitch,major replacement,8,8,3,0,1,2
pitch,minor repair,8,8,1538,0,0,1538
power_supply,major repair,8,8,162,0,0,162
power_supply,major replacement,8,8,13,0,10,3
power_supply,minor repair,8,8,156,0,0,156
pump_motor,major repair,8,8,92,0,0,92
pump_motor,minor repair,8,8,519,0,0,519
relay,major repair,8,8,101,0,0,101
relay,major replacement,8,8,2,0,2,0
relay,minor repair,8,8,676,0,0,676
safety,major repair,8,8,5,0,0,5
safety,minor repair,8,8,693,0,0,693
sensors,major repair,8,8,123,0,0,123
sensors,minor repair,8,8,452,0,0,452
service_items,major repair,8,8,6,0,0,6
service_items,minor repair,8,8,229,0,0,229
tower_substructure,major repair,8,8,168,0,0,168
tower_substructure,minor repair,8,8,168,0,0,168
transformer,annual inspection,8,8,29,0,0,29
transformer,minor repair,8,8,7,0,0,7
xformer,major repair,8,8,4,0,0,4
xformer,major replacement,8,8,2,0,1,1
xformer,minor repair,8,8,116,0,0,116
yaw,major repair,8,8,12,0,0,12
yaw,major replacement,8,8,1,0,0,1
yaw,minor repair,8,8,282,0,0,282
blades,major repair,9,9,16,0,0,16
blades,major replacement,9,9,3,0,2,1
blades,minor repair,9,9,829,0,0,829
controls,major repair,9,9,105,0,0,105
controls,minor repair,9,9,673,0,0,673
electrical,major repair,9,9,40,0,0,40
electrical,major replacement,9,9,3,0,1,2
electrical,minor repair,9,9,719,0,0,719
gearbox,major repair,9,9,90,0,0,90
gearbox,major replacement,9,9,321,199,69,53
gearbox,minor repair,9,9,731,0,0,731
generator,major repair,9,9,613,1,0,612
generator,major replacement,9,9,113,31,48,34
generator,minor repair,9,9,921,0,0,921
heat_cool,major repair,9,9,16,0,0,16
heat_cool,minor repair,9,9,355,0,0,355
hub,major repair,9,9,68,0,0,68
hub,major replacement,9,9,2,0,1,1
hub,minor repair,9,9,354,0,0,354
main_bearing_failures,major repair,9,9,7,0,0,7
main_bearing_maintenance,minor scheduled repair,9,9,250,0,0,250
oil,major repair,9,9,9,0,0,9
oil,minor repair,9,9,861,0,1,860
other,major repair,9,9,93,0,0,93
other,major replacement,9,9,3,0,1,2
other,minor repair,9,9,1692,0,0,1692
pitch,major repair,9,9,337,0,0,337
pitch,major replacement,9,9,3,0,1,2
pitch,minor repair,9,9,1582,0,1,1581
power_supply,major repair,9,9,128,0,0,128
power_supply,major replacement,9,9,14,1,9,4
power_supply,minor repair,9,9,147,0,0,147
pump_motor,major repair,9,9,92,0,0,92
pump_motor,minor repair,9,9,530,0,0,530
relay,major repair,9,9,109,0,0,109
relay,major replacement,9,9,2,0,2,0
relay,minor repair,9,9,655,0,0,655
safety,major repair,9,9,7,0,0,7
safety,minor repair,9,9,679,0,0,679
sensors,major repair,9,9,122,0,0,122
sensors,minor repair,9,9,482,0,0,482
service_items,minor repair,9,9,225,0,0,225
tower_substructure,major repair,9,9,165,0,0,165
tower_substructure,minor repair,9,9,151,0,0,151
transformer,annual inspection,9,9,29,0,0,29
transformer,major repair,9,9,1,0,0,1
transformer,minor repair,9,9,3,0,0,3
xformer,major repair,9,9,7,0,0,7
xformer,major replacement,9,9,2,0,0,2
xformer,minor repair,9,9,86,0,0,86
yaw,major repair,9,9,13,0,0,13
yaw,major replacement,9,9,4,0,1,3
yaw,minor repair,9,9,308,0,0,308
array cable,none,10,10,1,0,0,1
blades,major repair,10,10,30,0,0,30
blades,major replacement,10,10,3,0,2,1
blades,minor repair,10,10,924,0,0,924
controls,major repair,10,10,80,0,0,80
controls,major replacement,10,10,1,0,0,1
controls,minor repair,10,10,616,0,0,616
electrical,major repair,10,10,31,0,0,31
electrical,major replacement,10,10,3,0,2,1
electrical,minor repair,10,10,761,0,0,761
gearbox,major repair,10,10,87,0,0,87
gearbox,major replacement,10,10,293,171,72,50
gearbox,minor repair,10,10,771,0,0,771
generator,major repair,10,10,592,0,0,592
generator,major replacement,10,10,94,24,31,39
generator,minor repair,10,10,991,0,0,991
heat_cool,major repair,10,10,14,0,0,14
heat_cool,minor repair,10,10,377,0,0,377
hub,major repair,10,10,75,0,0,75
hub,major replacement,10,10,2,0,2,0
hub,minor repair,10,10,375,0,0,375
main_bearing_failures,major repair,10,10,8,0,0,8
main_bearing_maintenance,minor scheduled repair,10,10,248,0,0,248
oil,major repair,10,10,10,0,0,10
oil,minor repair,10,10,814,0,0,814
other,major repair,10,10,91,0,0,91
other,major replacement,10,10,3,0,2,1
other,minor repair,10,10,1616,0,0,1616
pitch,major repair,10,10,380,0,0,380
pitch,major replacement,10,10,2,0,1,1
pitch,minor repair,10,10,1594,0,0,1594
power_supply,major repair,10,10,156,0,0,156
power_supply,major replacement,10,10,10,0,3,7
power_supply,minor repair,10,10,146,0,0,146
pump_motor,major repair,10,10,86,0,0,86
pump_motor,minor repair,10,10,528,0,0,528
relay,major repair,10,10,95,0,0,95
relay,major replacement,10,10,1,0,0,1
relay,minor repair,10,10,659,0,0,659
safety,major repair,10,10,7,0,0,7
safety,minor repair,10,10,675,0,0,675
sensors,major repair,10,10,148,0,0,148
sensors,minor repair,10,10,501,0,0,501
service_items,major repair,10,10,5,0,0,5
service_items,minor repair,10,10,228,0,0,228
tower_substructure,major repair,10,10,170,0,0,170
tower_substructure,minor repair,10,10,148,0,0,148
transformer,annual inspection,10,10,29,0,0,29
transformer,minor repair,10,10,7,0,0,7
xformer,major repair,10,10,8,0,0,8
xformer,major replacement,10,10,3,0,2,1
xformer,minor repair,10,10,113,0,0,113
yaw,major repair,10,10,7,0,0,7
yaw,major replacement,10,10,2,0,0,2
yaw,minor repair,10,10,349,0,0,349
blades,major repair,11,11,14,0,0,14
blades,minor repair,11,11,908,0,1,907
controls,major repair,11,11,98,0,0,98
controls,major replacement,11,11,1,0,1,0
controls,minor repair,11,11,701,0,0,701
electrical,major repair,11,11,33,0,0,33
electrical,major replacement,11,11,3,0,1,2
electrical,minor repair,11,11,748,0,0,748
gearbox,major repair,11,11,82,0,0,82
gearbox,major replacement,11,11,260,134,70,56
gearbox,minor repair,11,11,700,0,1,699
generator,major repair,11,11,602,0,0,602
generator,major replacement,11,11,99,27,39,33
generator,minor repair,11,11,937,0,0,937
heat_cool,major repair,11,11,12,0,0,12
heat_cool,minor repair,11,11,378,0,0,378
hub,major repair,11,11,73,0,0,73
hub,major replacement,11,11,2,0,1,1
hub,minor repair,11,11,319,0,0,319
main_bearing_failures,major repair,11,11,10,0,0,10
main_bearing_maintenance,minor scheduled repair,11,11,251,0,0,251
oil,major repair,11,11,13,0,0,13
oil,minor repair,11,11,831,0,0,831
other,major repair,11,11,74,0,0,74
other,major replacement,11,11,1,0,0,1
other,minor repair,11,11,1725,0,0,1725
pitch,major repair,11,11,348,0,1,347
pitch,major replacement,11,11,1,0,0,1
pitch,minor repair,11,11,1552,0,0,1552
power_supply,major repair,11,11,156,0,0,156
power_supply,major replacement,11,11,8,0,4,4
power_supply,minor repair,11,11,164,0,0,164
pump_motor,major repair,11,11,88,0,0,88
pump_motor,minor repair,11,11,527,0,0,527
relay,major repair,11,11,119,0,0,119
relay,major replacement,11,11,5,0,4,1
relay,minor repair,11,11,624,0,0,624
safety,major repair,11,11,10,0,0,10
safety,minor repair,11,11,723,0,0,723
sensors,major repair,11,11,132,0,0,132
sensors,minor repair,11,11,476,0,0,476
service_items,major repair,11,11,1,0,0,1
service_items,minor repair,11,11,214,0,0,214
tower_substructure,major repair,11,11,157,0,0,157
tower_substructure,minor repair,11,11,153,0,0,153
transformer,annual inspection,11,11,29,0,0,29
transformer,minor repair,11,11,9,0,0,9
xformer,major repair,11,11,8,0,0,8
xformer,major replacement,11,11,1,0,1,0
xformer,minor repair,11,11,101,0,0,101
yaw,major repair,11,11,11,0,0,11
yaw,major replacement,11,11,3,0,2,1
yaw,minor repair,11,11,338,0,0,338
array cable,none,12,12,2,0,0,2
blades,major repair,12,12,28,0,0,28
blades,major replacement,12,12,2,0,2,0
blades,minor repair,12,12,900,0,0,900
controls,major repair,12,12,96,0,0,96
controls,major replacement,12,12,1,0,1,0
controls,minor repair,12,12,609,0,0,609
electrical,major repair,12,12,48,0,0,48
electrical,minor repair,12,12,703,0,0,703
gearbox,major repair,12,12,79,1,0,78
gearbox,major replacement,12,12,272,149,66,57
gearbox,minor repair,12,12,748,1,0,747
generator,major repair,12,12,671,0,0,671
generator,major replacement,12,12,97,19,41,37
generator,minor repair,12,12,940,3,0,937
heat_cool,major repair,12,12,11,0,0,11
heat_cool,minor repair,12,12,340,0,0,340
hub,major repair,12,12,60,0,0,60
hub,major replacement,12,12,1,0,1,0
hub,minor repair,12,12,325,0,0,325
main_bearing_failures,major repair,12,12,16,0,0,16
main_bearing_maintenance,minor scheduled repair,12,12,250,0,0,250
oil,major repair,12,12,9,0,0,9
oil,minor repair,12,12,838,0,0,838
other,major repair,12,12,92,0,0,92
other,major replacement,12,12,1,0,1,0
other,minor repair,12,12,1712,0,0,1712
pitch,major repair,12,12,375,0,0,375
pitch,major replacement,12,12,1,0,1,0
pitch,minor repair,12,12,1505,0,0,1505
power_supply,major repair,12,12,160,0,0,160
power_supply,major replacement,12,12,18,1,11,6
power_supply,minor repair,12,12,135,0,0,135
pump_motor,major repair,12,12,93,0,0,93
pump_motor,minor repair,12,12,555,0,0,555
relay,major repair,12,12,91,0,0,91
relay,major replacement,12,12,4,0,3,1
relay,minor repair,12,12,681,1,0,680
safety,major repair,12,12,17,0,0,17
safety,minor repair,12,12,687,0,0,687
sensors,major repair,12,12,137,0,0,137
sensors,minor repair,12,12,498,0,0,498
service_items,major repair,12,12,1,0,0,1
service_items,minor repair,12,12,214,0,0,214
tower_substructure,major repair,12,12,153,0,0,153
tower_substructure,minor repair,12,12,177,0,0,177
transformer,annual inspection,12,12,29,0,0,29
transformer,major repair,12,12,1,0,0,1
transformer,minor repair,12,12,2,0,0,2
xformer,major repair,12,12,3,0,0,3
xformer,major replacement,12,12,2,0,1,1
xformer,minor repair,12,12,104,0,0,104
yaw,major repair,12,12,11,0,0,11
yaw,major replacement,12,12,3,0,3,0
yaw,minor repair,12,12,293,0,0,293
blades,major repair,13,13,19,0,0,19
blades,major replacement,13,13,1,0,0,1
blades,minor repair,13,13,891,0,0,891
controls,major repair,13,13,95,0,0,95
controls,minor repair,13,13,648,0,0,648
electrical,major repair,13,13,34,0,0,34
electrical,major replacement,13,13,3,0,1,2
electrical,minor repair,13,13,703,0,0,703
gearbox,major repair,13,13,64,0,0,64
gearbox,major replacement,13,13,302,187,69,46
gearbox,minor repair,13,13,787,1,1,785
generator,major repair,13,13,554,1,0,553
generator,major replacement,13,13,84,24,30,30
generator,minor repair,13,13,974,0,0,974
heat_cool,major repair,13,13,18,0,0,18
heat_cool,minor repair,13,13,396,0,0,396
hub,major repair,13,13,77,0,0,77
hub,major replacement,13,13,3,0,2,1
hub,minor repair,13,13,321,0,0,321
main_bearing_failures,major repair,13,13,9,0,0,9
main_bearing_maintenance,minor scheduled repair,13,13,249,0,0,249
