subassembly,task,run,random_seed,total_requests,canceled_requests,incomplete_requests,completed_requests
blades,major repair,1,1,21,0,0,21
blades,major replacement,1,1,3,0,1,2
blades,minor repair,1,1,938,0,0,938
controls,major repair,1,1,108,0,0,108
controls,major replacement,1,1,5,0,4,1
controls,minor repair,1,1,615,0,0,615
electrical,major repair,1,1,34,0,0,34
electrical,major replacement,1,1,4,0,2,2
electrical,minor repair,1,1,752,0,0,752
gearbox,major repair,1,1,70,1,0,69
gearbox,major replacement,1,1,319,197,65,57
gearbox,minor repair,1,1,802,2,0,800
generator,major repair,1,1,673,1,0,672
generator,major replacement,1,1,112,27,46,39
generator,minor repair,1,1,974,0,0,974
heat_cool,major repair,1,1,5,0,0,5
heat_cool,minor repair,1,1,354,0,0,354
hub,major repair,1,1,67,0,0,67
hub,minor repair,1,1,301,0,0,301
main_bearing_failures,major repair,1,1,15,0,0,15
main_bearing_failures,major replacement,1,1,1,0,0,1
main_bearing_maintenance,major scheduled repair,1,1,61,0,0,61
main_bearing_maintenance,minor scheduled repair,1,1,249,0,0,249
oil,major repair,1,1,12,0,0,12
oil,minor repair,1,1,816,0,0,816
other,major repair,1,1,99,0,1,98
other,major replacement,1,1,1,0,0,1
other,minor repair,1,1,1707,0,0,1707
pitch,major repair,1,1,325,0,1,324
pitch,major replacement,1,1,1,0,1,0
pitch,minor repair,1,1,1576,1,0,1575
power_supply,major repair,1,1,156,0,0,156
power_supply,major replacement,1,1,13,0,6,7
power_supply,minor repair,1,1,150,0,0,150
pump_motor,major repair,1,1,87,0,0,87
pump_motor,minor repair,1,1,500,0,0,500
relay,major repair,1,1,119,0,0,119
relay,major replacement,1,1,7,0,6,1
relay,minor repair,1,1,639,0,0,639
safety,major repair,1,1,8,0,0,8
safety,minor repair,1,1,696,0,0,696
sensors,major repair,1,1,134,0,0,134
sensors,minor repair,1,1,482,0,0,482
service_items,minor repair,1,1,241,0,0,241
tower_substructure,major repair,1,1,175,0,0,175
tower_substructure,minor repair,1,1,171,0,0,171
transformer,annual inspection,1,1,29,0,0,29
transformer,minor repair,1,1,5,0,0,5
xformer,major repair,1,1,5,0,0,5
xformer,minor repair,1,1,93,0,0,93
yaw,major repair,1,1,12,0,0,12
yaw,major replacement,1,1,4,0,1,3
yaw,minor repair,1,1,304,0,0,304
blades,major repair,2,2,18,0,0,18
blades,minor repair,2,2,881,0,0,881
controls,major repair,2,2,102,0,0,102
controls,major replacement,2,2,2,0,1,1
controls,minor repair,2,2,714,0,0,714
electrical,major repair,2,2,28,0,0,28
electrical,major replacement,2,2,8,0,4,4
electrical,minor repair,2,2,776,0,0,776
gearbox,major repair,2,2,71,0,0,71
gearbox,major replacement,2,2,293,163,73,57
gearbox,minor repair,2,2,734,0,0,734
generator,major repair,2,2,631,0,0,631
generator,major replacement,2,2,87,16,37,34
generator,minor repair,2,2,1018,0,0,1018
heat_cool,major repair,2,2,11,0,0,11
heat_cool,minor repair,2,2,382,0,0,382
hub,major repair,2,2,79,0,0,79
hub,major replacement,2,2,1,0,1,0
hub,minor repair,2,2,328,0,0,328
main_bearing_failures,major repair,2,2,18,0,0,18
main_bearing_maintenance,major scheduled repair,2,2,61,0,0,61
main_bearing_maintenance,minor scheduled repair,2,2,259,0,0,259
oil,major repair,2,2,12,0,0,12
oil,minor repair,2,2,837,0,0,837
other,major repair,2,2,90,0,0,90
other,major replacement,2,2,3,0,1,2
other,minor repair,2,2,1663,0,0,1663
pitch,major repair,2,2,360,0,0,360
pitch,major replacement,2,2,1,0,1,0
pitch,minor repair,2,2,1531,0,0,1531
power_supply,major repair,2,2,162,0,0,162
power_supply,major replacement,2,2,10,0,5,5
power_supply,minor repair,2,2,138,0,0,138
pump_motor,major repair,2,2,77,0,0,77
pump_motor,minor repair,2,2,551,0,0,551
relay,major repair,2,2,100,0,0,100
relay,major replacement,2,2,5,0,2,3
relay,minor repair,2,2,666,0,0,666
safety,major repair,2,2,3,0,0,3
safety,minor repair,2,2,703,0,0,703
sensors,major repair,2,2,156,0,0,156
sensors,minor repair,2,2,505,0,0,505
service_items,major repair,2,2,1,0,0,1
service_items,minor repair,2,2,237,0,0,237
tower_substructure,major repair,2,2,177,0,0,177
tower_substructure,minor repair,2,2,159,0,0,159
transformer,annual inspection,2,2,29,0,0,29
transformer,minor repair,2,2,6,0,0,6
xformer,major repair,2,2,5,0,0,5
xformer,major replacement,2,2,3,0,2,1
xformer,minor repair,2,2,97,0,0,97
yaw,major repair,2,2,10,0,0,10
yaw,major replacement,2,2,3,0,1,2
yaw,minor repair,2,2,293,0,0,293
array cable,none,3,3,1,0,0,1
blades,major repair,3,3,17,0,0,17
blades,major replacement,3,3,1,0,1,0
blades,minor repair,3,3,885,0,0,885
controls,major repair,3,3,98,0,0,98
controls,major replacement,3,3,3,0,3,0
controls,minor repair,3,3,698,0,0,698
electrical,major repair,3,3,37,0,0,37
electrical,major replacement,3,3,6,0,3,3
electrical,minor repair,3,3,765,0,0,765
gearbox,major repair,3,3,77,0,0,77
gearbox,major replacement,3,3,292,172,64,56
gearbox,minor repair,3,3,693,1,0,692
generator,major repair,3,3,612,0,0,612
generator,major replacement,3,3,93,24,40,29
generator,minor repair,3,3,933,0,0,933
heat_cool,major repair,3,3,10,0,0,10
heat_cool,minor repair,3,3,388,0,0,388
hub,major repair,3,3,81,0,0,81
hub,major replacement,3,3,1,0,1,0
hub,minor repair,3,3,344,0,0,344
main_bearing_failures,major repair,3,3,20,0,0,20
main_bearing_failures,major replacement,3,3,2,0,0,2
main_bearing_maintenance,major scheduled repair,3,3,61,0,0,61
main_bearing_maintenance,minor scheduled repair,3,3,255,0,0,255
oil,major repair,3,3,8,0,0,8
oil,minor repair,3,3,863,0,0,863
other,major repair,3,3,99,0,0,99
other,major replacement,3,3,2,0,0,2
other,minor repair,3,3,1700,0,0,1700
pitch,major repair,3,3,325,0,0,325
pitch,major replacement,3,3,1,0,1,0
pitch,minor repair,3,3,1534,0,0,1534
power_supply,major repair,3,3,131,0,0,131
power_supply,major replacement,3,3,4,0,3,1
power_supply,minor repair,3,3,156,0,0,156
pump_motor,major repair,3,3,83,0,0,83
pump_motor,minor repair,3,3,494,0,0,494
relay,major repair,3,3,112,0,0,112
relay,major replacement,3,3,7,1,4,2
relay,minor repair,3,3,675,0,0,675
safety,major repair,3,3,8,0,0,8
safety,minor repair,3,3,665,0,0,665
sensors,major repair,3,3,131,0,0,131
sensors,minor repair,3,3,489,0,0,489
service_items,minor repair,3,3,220,0,0,220
tower_substructure,major repair,3,3,151,0,0,151
tower_substructure,minor repair,3,3,167,0,0,167
transformer,annual inspection,3,3,29,0,0,29
transformer,minor repair,3,3,4,0,0,4
xformer,major repair,3,3,3,0,0,3
xformer,major replacement,3,3,1,0,0,1
xformer,minor repair,3,3,101,0,0,101
yaw,major repair,3,3,14,0,0,14
yaw,major replacement,3,3,3,0,1,2
yaw,minor repair,3,3,292,0,0,292
blades,major repair,4,4,30,0,0,30
blades,major replacement,4,4,1,0,1,0
blades,minor repair,4,4,888,0,0,888
controls,major repair,4,4,117,0,0,117
controls,major replacement,4,4,2,0,0,2
controls,minor repair,4,4,652,0,0,652
electrical,major repair,4,4,43,0,0,43
electrical,major replacement,4,4,5,0,2,3
electrical,minor repair,4,4,714,1,0,713
gearbox,major repair,4,4,57,0,0,57
